# Constructed from biom file
#OTU ID	PJCH3	PJset	PPCH2	PPCH4	GLCH4	PJCH4	PPset	PPH1	GLCH2	PJCH2	GLset	PJH1	GLH1	GLCH3
New.ReferenceOTU4219	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4210	4.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5167	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0
New.ReferenceOTU5166	19.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5163	19.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5162	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3243	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
New.ReferenceOTU5308	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5304	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5822	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5395	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU129	35.0	101.0	0.0	1.0	97.0	2.0	0.0	0.0	4.0	18.0	9.0	3.0	16.0	18.0
New.ReferenceOTU437	0.0	0.0	1.0	9.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
New.ReferenceOTU432	1.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
New.ReferenceOTU2305	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0
New.ReferenceOTU2300	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
New.ReferenceOTU2301	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
New.ReferenceOTU2308	2.0	4.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0
New.ReferenceOTU2309	2.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU6029	0.0	0.0	0.0	0.0	0.0	0.0	1.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU6022	1.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	17.0	0.0	1.0	0.0	0.0
New.ReferenceOTU6020	0.0	0.0	21.0	4.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU6026	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	6.0	0.0	0.0
New.ReferenceOTU6025	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0
New.ReferenceOTU2622	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
New.ReferenceOTU3015	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
New.ReferenceOTU3011	2.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4970	5.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0	1.0	2.0	12.0	0.0	0.0	0.0
New.ReferenceOTU4976	19.0	22.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0
New.ReferenceOTU4975	0.0	1.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4979	1.0	0.0	3.0	41.0	0.0	0.0	12.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU605	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0
New.ReferenceOTU600	13.0	12.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	4.0	2.0	11.0	2.0	0.0
New.ReferenceOTU601	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU608	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
New.ReferenceOTU1064	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU1065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	1.0
New.ReferenceOTU4037	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
New.ReferenceOTU1329	5.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4798	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0
New.ReferenceOTU1323	41.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	382.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3671	0.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2828	2.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2826	10.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
New.ReferenceOTU2824	3.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2535	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0
New.ReferenceOTU2536	5.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0
New.ReferenceOTU2917	0.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4031	3.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2795	1.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2794	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2796	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5442	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	3.0	3.0
New.ReferenceOTU5443	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
New.ReferenceOTU5445	0.0	31.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU6234	2.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3468	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
New.ReferenceOTU3467	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	19.0
New.ReferenceOTU3460	0.0	0.0	0.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU1912	0.0	18.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU1919	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3208	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3200	0.0	0.0	4.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3204	8.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
New.ReferenceOTU3205	66.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
New.ReferenceOTU4898	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4890	0.0	6.0	3.0	0.0	38.0	0.0	0.0	2.0	2.0	0.0	3.0	0.0	2.0	8.0
New.ReferenceOTU4894	3.0	7.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	29.0	0.0	1.0	1.0
New.ReferenceOTU4896	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
New.ReferenceOTU4897	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
New.ReferenceOTU4766	0.0	0.0	0.0	1.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4767	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4764	3.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5145	1.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5148	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
New.ReferenceOTU1311	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4090	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4091	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0
New.ReferenceOTU4094	3.0	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	74.0	0.0	0.0
New.ReferenceOTU4097	0.0	17.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4099	9.0	58.0	0.0	3.0	7.0	0.0	0.0	0.0	1.0	0.0	4.0	1.0	10.0	15.0
New.ReferenceOTU5853	0.0	20.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	1.0
New.ReferenceOTU5328	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5859	0.0	0.0	15.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5858	0.0	4.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU144	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU141	12.0	7.0	4.0	6.0	0.0	0.0	38.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU140	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	4.0	0.0	3.0	3.0	0.0	0.0
New.ReferenceOTU419	20.0	152.0	0.0	0.0	575.0	10.0	0.0	0.0	18.0	0.0	68.0	0.0	2038.0	39.0
New.ReferenceOTU2494	57.0	297.0	1.0	16.0	184.0	0.0	13.0	0.0	9.0	0.0	0.0	0.0	0.0	4.0
New.ReferenceOTU2495	0.0	30.0	28.0	2.0	0.0	0.0	45.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2491	1.0	0.0	24.0	10.0	0.0	0.0	12.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3852	0.0	1.0	1.0	1.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3855	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3501	7.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3856	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0
New.ReferenceOTU4633	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0
New.ReferenceOTU2675	127.0	28.0	3.0	3.0	10.0	8.0	3.0	0.0	2.0	6.0	6.0	3.0	70.0	4.0
New.ReferenceOTU2678	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU1233	0.0	0.0	2.0	1.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU1232	8.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4311	6.0	0.0	52.0	9.0	0.0	0.0	10.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU1237	3.0	7.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU1235	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	2.0
New.ReferenceOTU106	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4319	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4318	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3155	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0
New.ReferenceOTU3072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0
New.ReferenceOTU3077	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
New.ReferenceOTU3076	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU6006	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU6009	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3402	4.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
New.ReferenceOTU3078	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3401	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0
New.ReferenceOTU4012	5.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4950	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4955	0.0	0.0	0.0	1.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU623	98.0	161.0	8.0	6.0	1.0	19.0	13.0	10.0	2.0	44.0	1.0	70.0	5.0	2.0
New.ReferenceOTU4013	4.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0
New.ReferenceOTU3695	12.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU1698	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU4405	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU1690	4.0	8.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	8.0	0.0	2.0
New.ReferenceOTU1120	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	8.0
New.ReferenceOTU1349	0.0	0.0	9.0	0.0	0.0	0.0	85.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU1347	50.0	3.0	7.0	2.0	6.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
New.ReferenceOTU1346	10.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2832	1.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	3.0	0.0
New.ReferenceOTU2804	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0
New.ReferenceOTU2800	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5463	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5460	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
New.ReferenceOTU5469	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
New.ReferenceOTU2779	1.0	8.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
New.ReferenceOTU883	5.0	7.0	0.0	1.0	9.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU884	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
New.ReferenceOTU888	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
New.ReferenceOTU889	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2114	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2113	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
New.ReferenceOTU2112	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2110	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3199	1.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
New.ReferenceOTU3448	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3449	8.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3190	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
New.ReferenceOTU3191	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0
New.ReferenceOTU3447	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0
New.ReferenceOTU1971	0.0	4.0	3.0	1.0	1.0	0.0	1.0	0.0	1.0	5.0	1.0	2.0	1.0	0.0
New.ReferenceOTU1972	1.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
New.ReferenceOTU1973	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	316.0	0.0	3.0	20.0	0.0	0.0
New.ReferenceOTU1975	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0
New.ReferenceOTU1977	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	16.0	2.0
New.ReferenceOTU18	0.0	1.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
New.ReferenceOTU17	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0
New.ReferenceOTU3226	1.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3222	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3223	1.0	9.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3998	0.0	2.0	0.0	0.0	6.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	2.0
New.ReferenceOTU2777	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5124	1.0	3.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	8.0	1.0
New.ReferenceOTU1598	0.0	0.0	0.0	0.0	0.0	0.0	4.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU1594	155.0	57.0	5.0	0.0	3.0	4.0	0.0	0.0	2.0	21.0	0.0	6.0	0.0	6.0
New.ReferenceOTU1590	4.0	15.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	2.0	2.0
New.ReferenceOTU4460	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5699	2.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0
New.ReferenceOTU5874	9.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0
New.ReferenceOTU5877	3.0	19.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
New.ReferenceOTU5871	1.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5697	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5696	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	17.0	0.0	4.0	0.0	9.0	6.0
New.ReferenceOTU162	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2478	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2479	114.0	1.0	34.0	18.0	0.0	0.0	13.0	27.0	0.0	2.0	0.0	7.0	0.0	0.0
New.ReferenceOTU2474	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	12.0
New.ReferenceOTU4465	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0
New.ReferenceOTU4610	1.0	8.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
New.ReferenceOTU4616	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2618	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2619	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
New.ReferenceOTU5596	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
New.ReferenceOTU2615	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU2616	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU5265	0.0	1.0	0.0	0.0	28.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0
New.ReferenceOTU1157	3.0	6.0	20.0	1.0	10.0	3.0	2.0	0.0	1.0	1.0	0.0	0.0	6.0	0.0
New.ReferenceOTU4076	3.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
New.ReferenceOTU3059	0.0	111.0	0.0	1.0	13.0	0.0	0.0	0.0	3.0	1.0	2.0	4.0	1.0	3.0
New.ReferenceOTU3050	3.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3055	8.0	2.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0
New.ReferenceOTU3057	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU1150	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
New.ReferenceOTU1151	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3741	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
New.ReferenceOTU3745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0
New.ReferenceOTU3030	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
New.ReferenceOTU1105	8.0	9.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0
New.ReferenceOTU1101	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
